position_m,x_m,y_m,speed_mps,notch
54937.371,532850.824,4579710.68,1.265,1
54956.067,532840.448,4579695.16,1.2097,1
54973.9,532831.355,4579679.819,1.1787,1
54991.593,532822.334,4579664.598,1.1821,1
55009.55,532811.526,4579650.318,1.2121,1
55027.63,532799.953,4579636.427,1.1981,1
55045.283,532788.653,4579622.865,1.1658,1
55061.737,532779.197,4579609.406,1.0574,1
55077.58,532770.198,4579596.368,1.0609,1
55093.865,532760.948,4579582.964,1.0973,1
55111.671,532750.098,4579568.852,1.275,1
55131.433,532737.894,4579553.309,1.341,1
55151.697,532724.851,4579537.851,1.3532,1
55172.344,532709.897,4579523.614,1.4084,1
55194.28,532694.01,4579508.489,1.5109,1
55219.857,532674.091,4579492.458,1.8875,1
55250.206,532649.946,4579474.146,2.1182,1
55282.85,532621.279,4579458.532,2.2256,1
55317.142,532589.838,4579445.104,2.3526,1
55353.524,532555.738,4579432.47,2.4871,1
55392.121,532520.442,4579416.851,2.6506,1
55433.586,532482.73,4579399.614,2.8589,1
55477.079,532443.199,4579381.478,2.8963,1
55520.276,532403.937,4579363.466,2.8637,1
55562.998,532365.106,4579345.651,2.8476,1
55606.797,532325.297,4579327.387,3.0554,1
55658.141,532279.133,4579305.003,3.7896,1
55723.86,532221.547,4579273.383,4.954,1
55808.531,532147.568,4579232.287,6.2021,1
55910.301,532055.676,4579188.577,7.3636,1
56035.178,531942.215,4579136.416,9.2755,1
56189.084,531802.225,4579072.463,10.8722,1
56360.107,531646.667,4579001.397,11.915,1
56544.842,531473.016,4578939.905,12.6907,1
56741.992,531276.878,4578934.085,13.3582,1
56949.749,531072.216,4578969.63,14.6265,1
57175.275,530849.848,4579007.236,15.1471,1
57413.48,530614.967,4579046.89,16.5579,1
57663.485,530370.802,4579030.429,16.67,1
57913.535,530203.618,4578850.368,16.67,1
58163.585,530074.468,4578636.257,16.67,1
58413.635,529944.483,4578422.796,16.67,1
58663.685,529757.442,4578260.097,16.67,1
58913.717,529519.999,4578188.158,16.661,1
59163.631,529273.582,4578215.958,16.67,1
59413.681,529040.049,4578305.012,16.67,1
59663.731,528793.9,4578336.403,16.67,1
59913.699,528556.363,4578264.4,16.67,1
60163.749,528343.398,4578133.44,16.67,1
60413.799,528133.303,4577997.949,16.67,1
60663.566,527959.511,4577819.822,16.67,1
60913.616,527800.471,4577626.868,16.67,1
61163.666,527641.767,4577433.638,16.67,1
61413.716,527483.063,4577240.407,16.67,1
61663.766,527324.206,4577047.305,16.67,1
61913.816,527166.418,4576853.325,16.67,1
62163.866,527009.401,4576658.807,16.67,1
62413.057,526896.076,4576440.59,16.4957,1
62660.045,526864.036,4576195.825,16.4155,1
62903.381,526819.083,4575957.131,16.1439,1
63148.559,526752.538,4575721.167,16.5248,1
63394.416,526600.073,4575535.866,16.1773,1
63642.692,526448.944,4575339.9,16.67,1
63883.538,526367.745,4575114.793,15.2374,1
64094.946,526319.58,4574908.946,13.2142,1
64270.314,526281.168,4574737.839,10.3517,1
64402.442,526252.632,4574608.834,7.4544,1
64490.985,526232.188,4574522.684,4.5461,1
64536.148,526221.678,4574478.761,1.6848,1
64553.651,526217.6,4574461.739,1.7592,1
64588.043,526209.58,4574428.295,2.6974,1
64634.286,526196.296,4574384.012,3.3907,1
64689.328,526178.123,4574332.065,3.8973,1
64753.84,526156.774,4574271.192,4.838,1
64847.892,526130.74,4574180.851,7.7991,1
64978.093,526091.157,4574057.033,8.8369,1
65111.141,526031.956,4573937.935,8.9997,1
65251.885,525964.825,4573814.234,9.7812,1
65408.001,525890.362,4573677.02,11.0206,1
65574.651,525810.874,4573530.549,11.11,1
65741.301,525731.386,4573384.077,11.11,1
65907.951,525645.92,4573241.138,11.11,1
66074.601,525531.773,4573120.614,11.11,1
66241.251,525403.792,4573013.877,11.11,1
66407.901,525276.326,4572906.524,11.11,1
66574.551,525150.012,4572797.833,11.11,1
66741.201,525035.114,4572677.537,11.11,1
66907.851,524954.591,4572532.122,11.11,1
67074.501,524911.858,4572371.528,11.11,1
67241.151,524902.082,4572205.326,11.11,1
67407.801,524892.009,4572039.024,11.11,1
67574.451,524850.228,4571878.495,11.11,1
67741.101,524762.212,4571738.026,11.11,1
67902.297,524645.941,4571626.573,9.7461,1
68025.07,524553.425,4571545.875,6.8186,1
68103.986,524493.625,4571494.381,3.9029,1
68139.671,524466.677,4571470.987,1.0765,1
68158.011,524452.828,4571458.964,1.8561,1
68191.296,524427.694,4571437.144,2.4765,1
68230.139,524398.4,4571411.635,2.6529,1
68270.758,524367.856,4571384.86,2.7492,1
68312.598,524336.459,4571357.203,2.8293,1
68356.139,524303.816,4571328.389,2.9939,1
68401.82,524269.549,4571298.182,3.0554,1
68447.651,524235.061,4571267.999,3.0553,1
68493.479,524200.349,4571238.077,3.0552,1
68539.306,524165.639,4571208.156,3.055,1
68586.277,524130.061,4571177.488,3.2528,1
68639.991,524089.376,4571142.417,3.9453,1
68708.098,524037.944,4571097.771,5.1041,1
68795.899,523971.802,4571040.03,6.5636,1
68903.746,523889.36,4570970.506,7.6353,1
69020.607,523801.313,4570893.668,7.9049,1
69141.454,523713.308,4570810.871,8.2297,1
69271.053,523619.087,4570722.115,9.0161,1
69409.798,523532.756,4570613.618,9.3876,1
69555.883,523446.013,4570496.225,10.1438,1
69714.136,523356.84,4570365.488,10.8233,1
69881.403,523262.641,4570227.269,11.5133,1
70060.485,523162.025,4570079.124,12.2862,1
70250.504,523055.93,4569921.483,13.0,1
70450.38,522944.33,4569755.663,13.6147,1
70658.319,522828.228,4569583.155,14.0892,1
70874.937,522707.281,4569403.447,14.7646,1
